pl_name,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_orbper,sy_dist,pl_eqt,st_teff,sy_snum
HD 4308 b,2005.0,Radial Velocity,,15.8915,15.56,22.0158,,5686,1
HD 4313 b,2009.0,Radial Velocity,,950.3117,356,136.308,,5005,1
HD 43197 b,2010.0,Radial Velocity,,175.75910907,308.92072,62.4112,,,1
HD 43197 c,2022.0,Radial Velocity,,2500.67390628,9295.9735,62.4112,,,1
HD 43691 b,2007.0,Radial Velocity,,791.36,36.96,85.6009,,6200,3
HD 44219 b,2010.0,Radial Velocity,,184.33,472.3,52.9051,,5752,1
HD 45184 b,2019.0,Radial Velocity,,11.91856526,5.8858,21.9532,,5820.13,1
HD 45184 c,2019.0,Radial Velocity,,10.9332972,13.1407,21.9532,,5820.13,1
HD 45350 b,2004.0,Radial Velocity,,578.76552915,978.19,46.8733,,5607.78,1
HD 45364 b,2008.0,Radial Velocity,,60.16491745,225.79,34.354,,5466,1
HD 45364 c,2008.0,Radial Velocity,,174.48779544,345.43,34.354,,5466,1
HD 45652 b,2008.0,Radial Velocity,,111.2405,43.6,34.8541,,5232,1
HD 457 b,2022.0,Radial Velocity,,8445.3364308,20324.58153,55.0375,,,1
HD 46375 b,2000.0,Radial Velocity,,71.8,3.023573,29.5529,,5285,2
HD 47186 b,2008.0,Radial Velocity,,22.78,4.0845,37.4574,,,1
HD 47186 c,2008.0,Radial Velocity,,111.42,1353.6,37.4574,,,1
HD 4732 b,2012.0,Radial Velocity,,753.23,360.2,54.7841,,4959,2
HD 4732 c,2012.0,Radial Velocity,,753.23,2732,54.7841,,4959,2
HD 47366 b,2016.0,Radial Velocity,,731.009,359.15,84.3552,,4914,1
HD 47366 c,2016.0,Radial Velocity,,483.73483545,677.53,84.3552,,4866,1
HD 47536 b,2002.0,Radial Velocity,,1271.32,434.9,122.536,,,1
HD 4760 b,2021.0,Radial Velocity,,4417.837,434,537.873,,4076,1
HD 48265 b,2008.0,Radial Velocity,,467.2101,780.3,90.5446,,5650,1
HD 48948 b,2024.0,Radial Velocity,,4.88,7.34013,16.9043,957.0,4593,1
HD 48948 c,2024.0,Radial Velocity,,7.27,38.06,16.9043,553.0,4593,1
HD 48948 d,2024.0,Radial Velocity,,10.59,151.92,16.9043,349.0,4593,1
HD 4917 b,2018.0,Radial Velocity,,513.29545,400.5,204.277,,4802,1
HD 49674 b,2002.0,Radial Velocity,,31.783,4.94737,43.0399,,5602,1
HD 50499 b,2005.0,Radial Velocity,,460.8535,2483.7,46.2845,,6099,1
HD 50499 c,2019.0,Radial Velocity,,931.2419,8619.9,46.2845,,6099,1
HD 50554 b,2002.0,Radial Velocity,,1859.29618095,1240,31.1664,,6050,1
HD 51608 b,2019.0,Radial Velocity,,12.77,14.0726,35.0553,,5358,1
HD 51608 c,2019.0,Radial Velocity,,14.31,95.9446,35.0553,,5358,1
HD 52265 b,2000.0,Radial Velocity,,384.5743,119.27,29.9803,,6136,1
HD 5278 b,2021.0,Transit,2.45,7.8,14.339156,57.5846,943.0,6203,1
HD 5278 c,2021.0,Radial Velocity,,18.4,40.87,57.5846,,6203,1
HD 5319 b,2007.0,Radial Velocity,,559.36,641,121.405,,4958,1
HD 5319 c,2014.0,Radial Velocity,,334.67499,872.2,121.405,,4871,1
HD 55696 b,2018.0,Radial Velocity,,1230.0021,1827,77.9693,,6012,1
HD 5583 b,2016.0,Radial Velocity,,1837.0574,139.35,219.216,,4830,1
HD 5608 b,2012.0,Radial Velocity,,444.962,792.6,58.1105,,4854,2
HD 564 b,2014.0,Radial Velocity,,104.88,492.3,51.1659,,5902,1
HD 56414 b,2022.0,Transit,2.84674,,29.0497517,272.217,1115.0,8208,1
HD 56957 b,2022.0,Radial Velocity,,1880.90851263,5859.08992,61.4925,,,1
HD 5891 b,2011.0,Radial Velocity,,2425.0429,177.11,283.502,,4673,1
HD 59686 A b,2016.0,Radial Velocity,,2199.3836,299.36,89.2721,,4658,2
HD 60292 b,2020.0,Radial Velocity,,2065.895,495.4,315.211,,4348,1
HD 60532 b,2008.0,Radial Velocity,,336.8998,201.9,25.9716,,6245,1
HD 60532 c,2008.0,Radial Velocity,,781.83,604,25.9716,,6095,1
HD 6061 b,2023.0,Transit,2.1916,,5.2544884,67.6203,1144.0,5958,2
HD 62364 b,2022.0,Radial Velocity,,5542.92741808,27399.80247,53.112,,,1
HD 62364 c,2022.0,Radial Velocity,,7923.46218651,74839.94555,53.112,,,1
HD 62509 b,2006.0,Radial Velocity,,731.0,589.64,,,4892.63,1
HD 62549 b,2022.0,Radial Velocity,,2707.58019923,14306.88519,49.3305,,,1
HD 63433 b,2020.0,Transit,,0.0,n et al. 2023</a>,+27d21m47.28s,,n et al. 2023</a>,1
HD 63433 c,2020.0,Transit,,0.0,n et al. 2023</a>,+27d21m47.28s,,n et al. 2023</a>,1
HD 63433 d,2023.0,Transit,1.073,,4.209075,22.4035,1040.0,5688,1
HD 63454 b,2005.0,Radial Velocity,,79.4575,2.81805,37.6894,,4812,1
HD 63765 b,2009.0,Radial Velocity,0.0,,gransan et al. 2011 </a>,-54d15m55.24s,,gransan et al. 2011 </a>,1
HD 63935 b,2021.0,Transit,2.99,10.8,9.058811,48.9739,911.0,5534,1
HD 63935 c,2021.0,Radial Velocity,3.06451296,11.1,21.4027,48.9739,619.59,5513,1
HD 64114 b,2019.0,Radial Velocity,,17.8,45.791,31.5262,,5676,1
HD 64121 b,2022.0,Radial Velocity,,813.64072192,623,129.966,,5078,1
HD 6434 b,2003.0,Radial Velocity,,139.8452,22.017,42.358,,5690,1
HD 65216 b,2003.0,Radial Velocity,,411.58985,577.6,35.1205,,5612,3
HD 65216 c,2013.0,Radial Velocity,,645.1949,5370,35.1205,,5612,3
HD 66141 b,2012.0,Radial Velocity,,1906.9,480.5,68.1509,,4323,1
HD 66428 b,2005.0,Radial Velocity,,3478.94974302,2269.81726,53.2817,,,1
HD 66428 c,2021.0,Radial Velocity,,560.64930995,10478.84437,53.2817,,,1
HD 67087 b,2015.0,Radial Velocity,,973.0,352.2,76.5217,,6330,1
HD 67087 c,2015.0,Radial Velocity,,1540.0,2374,76.5217,,6330,1
HD 68402 b,2016.0,Radial Velocity,,975.7381,1103,78.4293,,5950,1
HD 6860 b,2023.0,Radial Velocity,,8981.83078182,663.87,61.12469,,3802,1
HD 68988 b,2001.0,Radial Velocity,,608.323571,6.2764187,60.8447,,5883.41,1
HD 68988 c,2021.0,Radial Velocity,,4767.426105,16000,60.8447,,5883.41,1
HD 69123 b,2022.0,Radial Velocity,,966.19835728,1193.3,75.116,,4842,1
HD 69830 b,2006.0,Radial Velocity,,10.86,8.66901,12.5591,,5423,1
HD 69830 c,2006.0,Radial Velocity,,9.85268062,31.613,12.5591,,5420.58,1
HD 69830 d,2006.0,Radial Velocity,,14.0,201.05,12.5591,,5423,1
HD 70573 b,2007.0,Radial Velocity,,1900.0,851.8,59.182,,5737,1
HD 70642 b,2003.0,Radial Velocity,,633.43519,2124.54,29.276,,5732,1
HD 7199 b,2011.0,Radial Velocity,,85.8141,615,36.1531,,5371,1
HD 72490 b,2018.0,Radial Velocity,,561.92344,858,126.339,,4934,1
HD 72659 b,2002.0,Radial Velocity,,1001.1645,3658,51.8949,,5926,1
HD 72659 c,2022.0,Radial Velocity,,6165.8710958,35500,51.8949,,5929,1
HD 72892 b,2016.0,Radial Velocity,,1732.1735,39.475,69.7311,,5688,1
HD 73256 c,2023.0,Radial Velocity,,5085.254512,2690,36.708,,,1
HD 73267 b,2008.0,Radial Velocity,,984.31951,1245.36,50.4093,,5387,1
HD 73267 c,2022.0,Radial Velocity,,1398.4449908,13900,50.4093,,5317,1
HD 73344 b,2024.0,Transit,2.884,10.48,15.611,35.26,911.0,6252.6,1
HD 73344 c,2025.0,Radial Velocity,,118.54999581,65.94,35.26,,6148,1
HD 73344 d,2025.0,Radial Velocity,,810.46243785,5823,35.26,,6148,1
HD 73526 b,2002.0,Radial Velocity,,978.9164,188.3,97.2396,,5601,1
HD 73526 c,2005.0,Radial Velocity,,715.09,379.1,97.2396,,,1
HD 73534 b,2008.0,Radial Velocity,,353.42696,1750,83.3321,,4917,1
HD 73583 b,2022.0,Transit,2.49,,6.39805,31.5666,655.0,4511,1
HD 73583 c,2022.0,Transit,0.0,0.0,n et al. 2021</a>,-13d15m23.50s,0.0,n et al. 2021</a>,1
HD 74156 b,2003.0,Radial Velocity,,554.61057022,51.63603,57.603,,5951.71,1
HD 74156 c,2003.0,Radial Velocity,,1960.93,2025,57.603,,6105,1
HD 7449 b,2011.0,Radial Velocity,,2597.92939882,1270.55195,38.662,,,2
HD 74698 b,2023.0,Radial Velocity,,23.0,15.017,52.0648,,5783,1
HD 74698 c,2023.0,Radial Velocity,,126.0,3449,52.0648,,5783,1
HD 75289 b,1999.0,Radial Velocity,,133.4886,3.5098,29.1158,1260.0,6000,2
HD 75302 b,2023.0,Radial Velocity,,1716.2733978,4356,30.3288,,,1
HD 75784 b,2014.0,Radial Velocity,,317.83,341.2,85.4321,,4867,1
HD 75784 c,2018.0,Radial Velocity,,1430.235,3878,85.4321,,4867,1
HD 75898 b,2007.0,Radial Velocity,,797.7533,418.2,78.0505,,6021,1
HD 75898 c,2024.0,Radial Velocity,,2698.36317543,6717,78.0505,,6122,1
HD 76700 b,2002.0,Radial Velocity,,62.61251,3.971,60.8831,,,1
HD 76920 b,2017.0,Radial Velocity,,1134.64741299,,184.031,,4664,1
HD 77338 b,2012.0,Radial Velocity,,15.9,5.7361,45.935,,5370,1
HD 77946 b,2024.0,Transit,2.705,8.38,6.527282,99.451,,6046,1
HD 79181 b,2021.0,Radial Velocity,,203.41018048,273.1,103.335,,4862,1
HD 7924 b,2008.0,Radial Velocity,,9.26,5.3978,16.9922,,5177,1
HD 7924 c,2015.0,Radial Velocity,,8.83562971,15.3006,16.9922,,5171.13,1
HD 7924 d,2015.0,Radial Velocity,,6.44,24.451,16.9922,499.0,5075,1
HD 79498 b,2011.0,Radial Velocity,,425.9,1966.1,48.9489,,5740,2
HD 80606 b,2001.0,Radial Velocity,,1242.7153,111.429,66.4711,,5573,2
HD 80653 b,2020.0,Transit,1.613,5.72,0.719573,109.86,2463.0,5959,1
HD 80869 b,2021.0,Radial Velocity,,1802.08706769,1711,85.3951,,5837,1
HD 80883 b,2022.0,Radial Velocity,,1748.0562385,6383.78352,34.6011,,,1
HD 80913 b,2022.0,Radial Velocity,,7505.2000029,10839.83341,61.3603,,,1
HD 81040 b,2005.0,Radial Velocity,,2310.6241,1001.70001,34.4341,,5755,1
HD 81688 b,2007.0,Radial Velocity,,562.5,,85.7183,,,1
HD 81817 b,2020.0,Radial Velocity,,8613.193,1047.1,269.126,,4140,1
HD 81817 c,2022.0,Radial Velocity,,7185.78245386,622.97802,269.126,,,1
HD 82886 b,2011.0,Radial Velocity,,413.2,705,127.061,,5112,1
HD 82943 b,2003.0,Radial Velocity,,489.13791837,441.93,27.5902,,5918.31,1
HD 82943 c,2003.0,Radial Velocity,,587.9855,219.4,27.5902,,6005,1
HD 8326 b,2019.0,Radial Velocity,,66.6,158.991,30.6862,,4914,1
HD 83443 b,2002.0,Radial Velocity,,120.7754,2.98565,40.8991,,5454,1
HD 83443 c,2022.0,Radial Velocity,,476.7426105,8241,40.8991,,5442,1
HD 8535 b,2010.0,Radial Velocity,,216.1244,1313,55.4401,,6136,2
HD 85390 b,2009.0,Radial Velocity,,31.46517,799.52,33.5225,,5186,1
HD 85426 c,2026.0,Radial Velocity,,10.3,35.73,53.974,640.0,5746,1
HD 8574 b,2002.0,Radial Velocity,,572.07,227,44.8264,,6050,1
HD 86065 b,2022.0,Radial Velocity,,2877.30056857,25775.78859,40.3661,,,1
HD 86081 b,2006.0,Radial Velocity,,470.3884,2.1378431,103.936,,5939,2
HD 86226 b,2009.0,Radial Velocity,,143.0235,1628,45.683,176.0,5863,1
HD 86226 c,2020.0,Transit,,,3.9846654,45.683,,5863,1
HD 86264 b,2009.0,Radial Velocity,,3117.26101586,1488.79123,67.8107,,,1
HD 86728 b,2025.0,Radial Velocity,,9.43,31.1515,14.9202,,5610,1
HD 8673 b,2009.0,Radial Velocity,,4513.0,1634,37.8619,,6389.05,2
HD 86950 b,2016.0,Radial Velocity,,1144.188,1270,209.839,,4805,1
HD 87646 b,2016.0,Radial Velocity,,3941.092,13.481,73.58352,,5770,3
HD 87816 b,2025.0,Radial Velocity,,2142.16346318,484.17,133.233,,4989,1
HD 87816 c,2025.0,Radial Velocity,,3877.5065654,7596,133.233,,4989,1
HD 87883 b,2009.0,Radial Velocity,,6674.396547,,18.2912,,,1
HD 88072 b,2022.0,Radial Velocity,,2511.79790052,18538.79293,35.9098,,,1
HD 88133 b,2004.0,Radial Velocity,,324.1866,3.4148674,73.6123,,5438,1
HD 88986 b,2023.0,Radial Velocity,2.49,17.2,146.05,33.2673,460.0,5861,1
HD 89307 b,2009.0,Radial Velocity,,829.5,2900,32.0104,,5956.14,1
HD 89345 b,2018.0,Transit,6.86,35.7,11.81399,132.345,1053.0,5499,1
HD 89744 b,1999.0,Radial Velocity,,2653.8805,256.78,38.6364,,6291,2
HD 89839 b,2023.0,Radial Velocity,,1652.7077164,3448,57.3063,,,1
HD 90156 b,2009.0,Radial Velocity,,11.7914339,49.609,21.9496,,5629.62,1
HD 9174 b,2016.0,Radial Velocity,,352.7913,1179,81.4893,,5577,1
HD 92788 b,2000.0,Radial Velocity,,1061.5522,326.7,34.6538,,5754,1
HD 92788 c,2019.0,Radial Velocity,,1166.4361,11611.2975,34.6538,,5744,1
HD 93083 b,2005.0,Radial Velocity,,117.59,143.58,28.5159,,4995,1
HD 93351 b,2022.0,Radial Velocity,,3.49611248,2.45946,56.163,,,1
HD 93351 c,2022.0,Radial Velocity,,4154.01727949,14010.2941,56.163,,,1
HD 93385 b,2021.0,Radial Velocity,,4.2,7.3426,43.3475,,5977,1
HD 93385 c,2021.0,Radial Velocity,,7.1,13.18,43.3475,,5977,1
HD 93385 d,2021.0,Radial Velocity,,8.7,45.85,43.3475,,5977,1
HD 93963 A b,2022.0,Transit,1.53671,,1.0376109,82.3432,1926.0,5922,2
HD 93963 A c,2022.0,Transit,2.99324,,3.6451549,82.3432,1143.0,5922,2
HD 9446 b,2009.0,Radial Velocity,,222.472,30.052,50.3503,,5793,1
HD 9446 c,2009.0,Radial Velocity,,578.426,192.9,50.3503,,5793,1
HD 94771 b,2023.0,Radial Velocity,,169.0,2164,57.7807,,5631,1
HD 94834 b,2018.0,Radial Velocity,,400.4658,1576,98.1609,,4798,1
HD 94890 b,2025.0,Radial Velocity,,676.97450691,824.61,61.7012,,4867,1
HD 94890 c,2025.0,Radial Velocity,,2831.85110637,2492.19,61.7012,,4867,1
HD 95086 b,2013.0,Imaging,,1748.065,,86.2279,1108.0,7595,1
HD 95089 b,2009.0,Radial Velocity,,400.4658,464.4,136.957,,4918,1
HD 95089 c,2018.0,Radial Velocity,,1261.7851,1860,136.957,,,1
HD 95127 b,2015.0,Radial Velocity,,3378.5329,482,676.579,,4218,1
HD 95338 b,2020.0,Radial Velocity,0.0,0.0,az et al. 2020</a>,-56d37m24.80s,0.0,az et al. 2020</a>,1
HD 95544 b,2021.0,Radial Velocity,,2459.99187018,2170,87.8049,,5722,1
HD 95735 c,2021.0,Radial Velocity,,18.7,2801,5.675773,,3601,1
HD 95872 b,2015.0,Radial Velocity,,1462.018,4375,72.2195,,5312,1
HD 96063 b,2011.0,Radial Velocity,,403.6441,362.5,140.065,,5020,1
HD 96127 b,2011.0,Radial Velocity,,6661.7168,647.29999,587.659,,3943,1
HD 96167 b,2009.0,Radial Velocity,,254.264,498.89999,85.3006,,5807,2
HD 96700 b,2021.0,Radial Velocity,,8.9,8.1245,25.4111,,5845,1
HD 96700 c,2021.0,Radial Velocity,,3.5,19.88,25.4111,,5845,1
HD 96700 d,2021.0,Radial Velocity,,12.7,103.5,25.4111,,5845,1
HD 96992 b,2021.0,Radial Velocity,,362.3262,514,396.082,,4725,1
HD 97037 b,2022.0,Radial Velocity,,6707.76852973,6449.08337,32.413,,,1
HD 97048 b,2019.0,Disk Kinematics,,794.575,,183.857,,10000,1
HD 97658 b,2010.0,Radial Velocity,,8.2,9.4957,21.5618,,5120,1
HD 98219 b,2011.0,Radial Velocity,,572.1,436.9,113.704,,4992,1
HD 98649 b,2012.0,Radial Velocity,,2158.0657,6022.9725,42.1727,,5790,1
HD 98736 b,2018.0,Radial Velocity,,740.5439,968.8,32.4459,,5271,2
HD 99109 b,2005.0,Radial Velocity,,139.8452,439.29999,54.7901,,5282,1
HD 99283 b,2021.0,Radial Velocity,,308.29355479,310.4,111.093,,4886,1
HD 99492 b,2004.0,Radial Velocity,,34.6,17.0431,18.2038,,5069.61,2
HD 99492 c,2023.0,Radial Velocity,,17.9,95.233,18.2038,,4929,2
HD 99706 b,2011.0,Radial Velocity,,444.9,868,146.6,,4932,1
HD 99706 c,2018.0,Radial Velocity,,1808.4527,1278,146.6,,,1
HIP 105854 b,2014.0,Radial Velocity,,2606.1,184.2,78.6381,,4780,1
HIP 107772 b,2020.0,Radial Velocity,,12.9,55.199,23.6434,,,1
HIP 107773 b,2015.0,Radial Velocity,,629.3034,144.3,105.18,,4945,1
HIP 109384 b,2016.0,Radial Velocity,0.0,,brard et al. 2016</a>,+71d18m50.24s,,brard et al. 2016</a>,1
HIP 109600 b,2016.0,Radial Velocity,0.0,,brard et al. 2016</a>,+29d03m58.35s,,brard et al. 2016</a>,2
HIP 111909 b,2025.0,Radial Velocity,,384.57237247,487.08,88.077,,4891,1
HIP 111909 c,2025.0,Radial Velocity,,257.44100967,893.63,88.077,,4891,1
HIP 113103 b,2023.0,Transit,1.829,,7.610303,46.2122,721.0,4930,1
HIP 113103 c,2023.0,Transit,2.4,,14.245648,46.2122,585.0,4930,1
HIP 114933 b,2021.0,Radial Velocity,,559.37799632,1479.03,101.766,,4824,1
HIP 116454 b,2014.0,Transit,2.53,10.1,9.0949,62.4491,745.0,5089,2
HIP 12961 b,2010.0,Radial Velocity,,114.4188,57.435,23.371,,3901,1
HIP 14810 b,2005.0,Radial Velocity,,1242.66,6.6742,50.48,,5544,1
HIP 14810 c,2006.0,Radial Velocity,,416.3573,147.747,50.48,,5544,1
HIP 14810 d,2009.0,Radial Velocity,,181.1631,952,50.48,,5485,1
HIP 18606 b,2025.0,Radial Velocity,,244.72787339,674.94,47.0288,,4860,1
HIP 19976 b,2022.0,Radial Velocity,,21.61233168,50.65905,40.2707,,,2
HIP 21152 b,2022.0,Imaging,,8835.6297146,23000,43.4073,1250.0,,2
HIP 29442 c,2023.0,Radial Velocity,1.551,4.5,3.5379559,68.192,1123.0,5289,1
HIP 29442 d,2023.0,Radial Velocity,1.37,5.1,6.42975,68.192,998.0,5289,1
HIP 34222 b,2021.0,Radial Velocity,,263.79757781,159.986,22.8386,,,1
HIP 35173 b,2019.0,Radial Velocity,,12.7,41.516,33.1562,,4881,1
HIP 35965 b,2022.0,Radial Velocity,,2589.98368864,26125.56497,50.1677,,,1
HIP 38594 b,2020.0,Radial Velocity,,8.1,60.722,17.7886,,,2
HIP 38594 c,2020.0,Radial Velocity,,48.4,3477.768,17.7886,,,2
HIP 39017 b,2024.0,Imaging,,7500.7504052,31000,66.3217,,,1
HIP 41378 b,2016.0,Transit,,,15.572098,106.289,,6226,1
HIP 41378 c,2016.0,Transit,2.29980485,,31.71802083162,106.289,696.5,6352.33,1
HIP 41378 d,2016.0,Transit,3.54,4.6,278.3618,106.289,367.0,6320,1
HIP 41378 e,2016.0,Transit,4.92,12.0,369,106.289,335.0,6320,1
HIP 41378 f,2016.0,Transit,9.2,12.0,542.07975,106.289,294.0,6320,1
HIP 41378 g,2025.0,Radial Velocity,,7.0,62.06,106.289,605.0,6320,1
HIP 4845 b,2020.0,Radial Velocity,,14.4,34.15,21.0974,,,1
HIP 48714 b,2020.0,Radial Velocity,,22.9,17.818,10.5298,,,1
HIP 5158 b,2009.0,Radial Velocity,,457.6752,345.63,51.6026,,4813,1
HIP 5158 c,2011.0,Radial Velocity,,4780.1632,9017.76,51.6026,,4813,1
HIP 54373 b,2019.0,Radial Velocity,,8.62,7.76,18.7168,,4021,1
HIP 54373 c,2019.0,Radial Velocity,,12.44,15.144,18.7168,,4021,1
HIP 54515 b,2026.0,Imaging,,5625.5628039,33000,82.8101,,8100,1
HIP 54597 b,2023.0,Radial Velocity,,639.0,3250,39.7429,,4799,1
HIP 55507 b,2022.0,Radial Velocity,,2585.53409095,5138.43727,25.4893,,,1
HIP 56640 b,2021.0,Radial Velocity,,2151.69831539,2675.57603,122.324,,,1
HIP 57274 b,2011.0,Radial Velocity,,11.6,8.1352,25.8618,,4640,1
HIP 57274 c,2011.0,Radial Velocity,,130.0,32.03,25.8618,,4640,1
HIP 57274 d,2011.0,Radial Velocity,,167.4,431.7,25.8618,,4640,1
HIP 5763 b,2021.0,Radial Velocity,,162.09248757,30.014,31.9043,,,1
HIP 63242 b,2013.0,Radial Velocity,,2917.56,124.6,156.456,,4830,1
HIP 65 A b,2020.0,Transit,,,0.98097217,61.7856,,4590,2
HIP 65407 b,2016.0,Radial Velocity,0.0,,brard et al. 2016</a>,+48d53m05.04s,,brard et al. 2016</a>,1
HIP 65407 c,2016.0,Radial Velocity,0.0,,brard et al. 2016</a>,+48d53m05.04s,,brard et al. 2016</a>,1
HIP 65426 b,2017.0,Imaging,16.8135,2860.47,,108.875,1500.0,8840,1
HIP 65891 b,2015.0,Radial Velocity,,1871.37366042,1079.55726,150.292,,,1
HIP 66074 b,2023.0,Astrometry,,1589.142035,310.9,35.4438,,4300,1
HIP 67522 b,2020.0,Transit,9.763,,6.9594718,127.28,1176.0,,1
HIP 67522 c,2024.0,Transit,7.93595834,,14.334892,127.28,917.0,5675,1
HIP 67537 b,2017.0,Radial Velocity,,3527.913,2556.5,116.046,,4985,1
HIP 67851 b,2015.0,Radial Velocity,,438.6054,88.9,64.1181,,4890,1
HIP 67851 c,2015.0,Radial Velocity,,1233.13,1626,64.1181,,4805,1
HIP 70849 b,2009.0,Radial Velocity,0.0,,gransan et al. 2011 </a>,-46d27m52.86s,,gransan et al. 2011 </a>,2
HIP 71135 b,2019.0,Radial Velocity,,18.8,87.19,32.3311,,4146,1
HIP 74890 b,2016.0,Radial Velocity,,610.23054144,812.47,78.6562,,4824,1
HIP 75092 b,2021.0,Radial Velocity,,483.09917864,970.78,81.6696,,4891,1
HIP 77900 b,2024.0,Imaging,0.0,, Mugrauer 2024</a>,-27.3387434,,,1
HIP 78530 b,2010.0,Imaging,,,re et al. 2011 </a>,-21.980492,,,1
HIP 79098 AB b,2019.0,Imaging,,6515.515,,145.798,2450.0,,2
HIP 79431 b,2009.0,Radial Velocity,,667.415,111.7,14.5324,,3191,1
HIP 81208 C b,2023.0,Imaging,,4703.8604236,104100,147.533,2050.0,,3
HIP 8152 b,2023.0,Transit,2.56,7.8,10.75101,101.694,855.0,5530,1
HIP 8152 c,2023.0,Transit,2.52442508,10.7,19.60562,101.694,650.68,5618,1
HIP 8541 b,2016.0,Radial Velocity,,1748.065,1560.2,155.121,,4670,2
HIP 86221 b,2021.0,Radial Velocity,,225.65816897,2.224,29.4898,,,1
HIP 90988 b,2021.0,Radial Velocity,,668.07531151,455.73816,94.0349,,,1
HIP 91258 b,2013.0,Radial Velocity,,346.4347,5.0505,45.8846,,5519,1
HIP 94235 b,2022.0,Transit,3.207,,7.712121,58.5146,,5985.43,2
HIP 948 b,2022.0,Radial Velocity,,6547.2651842,24955.45756,34.8523,,,1
HIP 9618 b,2023.0,Transit,3.9,10.0,20.772907,67.5478,663.4,5609,1
HIP 9618 c,2023.0,Transit,3.42855926,7.0,52.56363,67.5478,470.31,5649,1
HIP 97166 b,2021.0,Transit,2.4801338,19.1,10.288914,65.9501,701.66,5216,1
HIP 97166 c,2021.0,Radial Velocity,,8.0,16.432,65.9501,,5216,1
HIP 97233 b,2014.0,Radial Velocity,,6356.3,1058.8,102.275,,5020,1
HIP 99770 b,2023.0,Imaging,,5117.0373527,18600,40.0765,,8000,1
HN Lib b,2023.0,Radial Velocity,-0.0023,,lez-&Aacute,14h34m16.44s,-0.016,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.141G/abstract target=ref>Gonz&aacute,1
HN Peg b,2006.0,Imaging,11.7768,6991.57,,18.1186,,,1
HR 2562 b,2016.0,Imaging,12.44199,9534.9,,34.0071,1200.0,,1
HR 5183 b,2019.0,Radial Velocity,,1004.33776612,43000,31.4607,,5833.8,2
HR 810 b,1999.0,Radial Velocity,,718.2958,320.1,17.3181,,,1
HR 858 b,2019.0,Transit,1.77141,,3.58529,31.964,1404.0,6308.31,2
HR 858 c,2019.0,Transit,1.979,3.8,5.973865,31.964,1309.0,6354,2
HR 858 d,2019.0,Transit,2.07546646,,11.23046047708,31.964,971.29,6308.31,2
HR 8799 b,2008.0,Imaging,13.0,2000.0,170000,41.2441,,,1
HR 8799 c,2008.0,Imaging,11.209,,,41.2441,1200.0,7204.58,1
HR 8799 d,2008.0,Imaging,,,41627.54,41.2441,,,1
HR 8799 e,2010.0,Imaging,10.0881,,,41.2441,1300.0,7204.58,1
HS Psc b,2024.0,Radial Velocity,,464.02947422,3.986,37.6604,,4203,1
HU Aqr AB b,2011.0,Eclipse Timing Variations,,1875.197,2390,,,,2
HU Aqr AB c,2011.0,Eclipse Timing Variations,,1430.235,4368,,,,2
IC 4651 9122 b,2018.0,Radial Velocity,0.0,,o et al. 2018</a>,-49d56m56.15s,,o et al. 2018</a>,1
IRAS 04125+2902 b,2024.0,Transit,10.73820351,,8.834978,159.244,854.0,4080,2
ITG 15 b,2024.0,Imaging,0.0,, Mugrauer 2024</a>,26.0312128,,,2
K2-10 b,2015.0,Transit,3.84,27.0,19.3044,272.36,,5620,1
K2-100 b,2016.0,Transit,0.0,0.0,n et al. 2019</a>,+20d06m21.63s,0.0,n et al. 2019</a>,1
K2-101 b,2016.0,Transit,,,14.6843,188.33,,4695.41,1
K2-102 b,2016.0,Transit,,,9.9147,188.175,,4638,1
K2-104 b,2016.0,Transit,0.99,,1.974172,189.289,,,1
K2-105 b,2017.0,Transit,3.40690334,,8.26679,197.989,,5475,1
K2-107 b,2017.0,Transit,17.38,,3.3139095,685.2,,,1
K2-108 b,2017.0,Transit,5.28,59.4,4.73401,477.295,1446.0,5474,1
K2-11 b,2015.0,Transit,2.42,,39.8478,329.309,,5264,1
K2-110 b,2017.0,Transit,2.55,,13.8636,116.474,,,1
K2-111 b,2017.0,Transit,1.184,5.4,5.35232,200.394,1019.0,5832,1
K2-111 c,2020.0,Radial Velocity,,11.3,15.6785,200.394,,5775,1
K2-113 b,2017.0,Transit,12.55,,5.817649,635.722,,,1
K2-114 b,2017.0,Transit,11.1,,11.391432,475.758,,,1
K2-115 b,2017.0,Transit,,,20.27362337,413.591,,5742,1
K2-116 b,2017.0,Transit,0.814,,4.6556782,49.3855,,4264,1
K2-117 b,2017.0,Transit,,,1.291626,101.632,,3689,1
K2-117 c,2017.0,Transit,1.94,,5.44425,101.632,,3676,1
K2-118 b,2017.0,Transit,2.48,,50.9254,321.722,,,1
K2-119 b,2017.0,Transit,,,7.728,365.581,,4525,1
K2-12 b,2015.0,Transit,2.14,,8.2824161,326.381,,5615,1
K2-121 b,2017.0,Transit,,,5.185972,169.398,,4664.8,1
K2-122 b,2017.0,Transit,1.17,,2.219368,72.0444,,,2
K2-123 b,2017.0,Transit,2.65,,30.956763,161.555,,4075.67,1
K2-124 b,2017.0,Transit,2.9,,6.413651,140.385,442.0,3570,1
K2-125 b,2017.0,Transit,2.18,,21.750264,124.156,,3654.47,1
